,id,neighbourhood_cleansed,room_type,zipcode,latitude,longitude,property_type,price,number_of_reviews,review_scores_rating,reviews_per_month,square_feet,potential_annual_revenue,Zillow_Avg_Value,yield,rent_squre_foot
119,8525825,Leschi,Private room,98144.0,47.59465847,-122.2954107,Townhouse,75.0,1,100.0,0.31,0.0,9033.75,707000.0,1.28,0.0
120,6512378,Leschi,Private room,98144.0,47.59254368,-122.2939382,Townhouse,55.0,12,97.0,1.63,0.0,6624.75,707000.0,0.94,0.0
121,8616606,Leschi,Entire home/apt,98144.0,47.59220795,-122.29500320000001,House,105.0,14,97.0,5.0,0.0,12647.25,707000.0,1.79,0.0
122,7921278,Leschi,Private room,98144.0,47.59788774,-122.2969628,Apartment,50.0,10,100.0,2.36,0.0,6022.5,707000.0,0.85,0.0
123,8016610,Leschi,Entire home/apt,98144.0,47.59481013,-122.2961645,House,129.0,7,100.0,1.75,0.0,15538.050000000001,707000.0,2.2,0.0
124,6990882,Leschi,Entire home/apt,98144.0,47.59697059,-122.2964817,House,300.0,31,97.0,5.41,0.0,36135.0,707000.0,5.11,0.0
125,4017140,Leschi,Private room,98144.0,47.59176832,-122.2943217,House,53.0,37,95.0,2.33,0.0,6383.85,707000.0,0.9,0.0
126,9489310,Leschi,Private room,98144.0,47.59390123,-122.29605349999999,Townhouse,60.0,1,100.0,1.0,0.0,7227.0,707000.0,1.02,0.0
127,8104742,Leschi,Entire home/apt,98144.0,47.59522339,-122.29663670000001,House,285.0,2,100.0,2.0,0.0,34328.25,707000.0,4.86,0.0
128,6475289,Leschi,Entire home/apt,98144.0,47.59770094,-122.29199960000001,Apartment,159.0,34,100.0,5.34,0.0,19151.55,707000.0,2.71,0.0
129,4432489,Leschi,Entire home/apt,98144.0,47.59495768,-122.2951655,House,80.0,40,94.0,3.22,0.0,9636.0,707000.0,1.36,0.0
130,7471629,Leschi,Entire home/apt,98144.0,47.59176977,-122.2922878,Apartment,79.0,27,96.0,5.19,0.0,9515.550000000001,707000.0,1.35,0.0
131,8067827,Leschi,Private room,98144.0,47.59319643,-122.29249209999999,House,120.0,1,100.0,0.38,0.0,14454.0,707000.0,2.04,0.0
132,1351716,Atlantic,Entire home/apt,98144.0,47.59523563,-122.30972460000001,House,122.0,113,95.0,3.74,0.0,14694.900000000001,707000.0,2.08,0.0
133,8392661,Atlantic,Entire home/apt,98144.0,47.59362267,-122.3074618,Apartment,90.0,15,83.0,4.21,0.0,10840.5,707000.0,1.53,0.0
134,281208,Atlantic,Entire home/apt,98144.0,47.59379732,-122.30514879999998,House,196.0,27,98.0,0.57,1300.0,23608.2,707000.0,3.34,18.16
135,7859909,Atlantic,Entire home/apt,98144.0,47.59943911,-122.3063463,Townhouse,115.0,14,89.0,3.02,0.0,13851.75,707000.0,1.96,0.0
136,9416373,Atlantic,Entire home/apt,98144.0,47.60004911,-122.309868,Apartment,150.0,0,0.0,0.0,0.0,18067.5,707000.0,2.56,0.0
137,1404307,Atlantic,Entire home/apt,98144.0,47.59142846,-122.30173870000002,House,125.0,15,99.0,1.05,0.0,15056.25,707000.0,2.13,0.0
138,7480843,Atlantic,Entire home/apt,98144.0,47.5944964,-122.2987894,Townhouse,175.0,0,0.0,0.0,0.0,21078.75,707000.0,2.98,0.0
139,877203,Atlantic,Private room,98144.0,47.60026601,-122.29986740000001,House,60.0,27,93.0,0.8,0.0,7227.0,707000.0,1.02,0.0
140,7037291,Atlantic,Private room,98144.0,47.59921759,-122.31209969999999,Bungalow,70.0,22,94.0,4.46,0.0,8431.5,707000.0,1.19,0.0
141,7931386,Atlantic,Entire home/apt,98144.0,47.59561764,-122.31082079999999,Condominium,175.0,4,100.0,1.02,0.0,21078.75,707000.0,2.98,0.0
142,8173825,Atlantic,Entire home/apt,98144.0,47.57669612,-122.2968805,Loft,100.0,0,0.0,0.0,0.0,12045.0,707000.0,1.7,0.0
143,6759104,Atlantic,Private room,98144.0,47.59695169,-122.3019871,House,69.0,12,93.0,2.95,0.0,8311.050000000001,707000.0,1.18,0.0
144,7619060,Atlantic,Private room,98144.0,47.59515922,-122.3090613,House,69.0,19,98.0,4.22,0.0,8311.050000000001,707000.0,1.18,0.0
145,7095802,Atlantic,Private room,98144.0,47.59213628,-122.3000801,Apartment,35.0,23,84.0,3.83,0.0,4215.75,707000.0,0.6,0.0
146,8103432,Atlantic,Entire home/apt,98144.0,47.59802553,-122.3069675,House,140.0,1,0.0,0.59,0.0,16863.0,707000.0,2.39,0.0
147,3998922,Atlantic,Private room,98144.0,47.59622687,-122.30292309999999,House,68.0,17,96.0,1.1,0.0,8190.6,707000.0,1.16,0.0
148,8922153,Atlantic,Private room,98144.0,47.60016616,-122.30781599999999,Apartment,55.0,0,0.0,0.0,0.0,6624.75,707000.0,0.94,0.0
149,5932882,Atlantic,Entire home/apt,98144.0,47.58725541,-122.30038470000001,House,100.0,4,100.0,0.57,0.0,12045.0,707000.0,1.7,0.0
150,6187340,Atlantic,Entire home/apt,98144.0,47.59370214,-122.3081055,Apartment,70.0,4,100.0,2.79,0.0,8431.5,707000.0,1.19,0.0
151,8350401,Atlantic,Private room,98144.0,47.58622696,-122.29861609999999,House,90.0,1,100.0,0.3,0.0,10840.5,707000.0,1.53,0.0
152,2830174,Atlantic,Private room,98144.0,47.59321976,-122.3088915,Apartment,60.0,26,97.0,1.26,0.0,7227.0,707000.0,1.02,0.0
153,9370866,Atlantic,Entire home/apt,98144.0,47.59984837,-122.30703419999999,Apartment,125.0,1,100.0,0.86,0.0,15056.25,707000.0,2.13,0.0
154,8339303,Atlantic,Entire home/apt,98144.0,47.59364421,-122.3093201,Apartment,100.0,0,0.0,0.0,0.0,12045.0,707000.0,1.7,0.0
155,8107555,Atlantic,Entire home/apt,98144.0,47.59964652,-122.3073967,Apartment,115.0,0,0.0,0.0,0.0,13851.75,707000.0,1.96,0.0
156,3946160,Atlantic,Entire home/apt,98144.0,47.59197874,-122.3071759,House,90.0,141,96.0,8.55,0.0,10840.5,707000.0,1.53,0.0
157,4061207,Atlantic,Entire home/apt,98144.0,47.59316777,-122.3016992,House,90.0,3,100.0,0.93,0.0,10840.5,707000.0,1.53,0.0
158,113951,Atlantic,Entire home/apt,98144.0,47.59704962,-122.2998868,House,250.0,10,100.0,0.19,1.0,30112.5,707000.0,4.26,30112.5
159,5102135,Atlantic,Entire home/apt,98144.0,47.59382038,-122.305967,Apartment,119.0,0,0.0,0.0,0.0,14333.550000000001,707000.0,2.03,0.0
160,5060388,Atlantic,Entire home/apt,98144.0,47.59958299,-122.3131538,Cabin,95.0,38,97.0,4.79,0.0,11442.75,707000.0,1.62,0.0
161,286712,Atlantic,Entire home/apt,98144.0,47.59797618,-122.30087990000001,House,218.0,39,88.0,0.88,0.0,26258.100000000002,707000.0,3.71,0.0
162,5463875,Atlantic,Entire home/apt,98144.0,47.59437235,-122.3093581,Apartment,120.0,1,100.0,0.16,0.0,14454.0,707000.0,2.04,0.0
163,4316910,Atlantic,Entire home/apt,98144.0,47.59127371,-122.30576140000001,House,64.0,18,89.0,2.65,0.0,7708.8,707000.0,1.09,0.0
164,7093986,Atlantic,Private room,98144.0,47.59696031,-122.2981652,House,80.0,0,0.0,0.0,0.0,9636.0,707000.0,1.36,0.0
165,4777832,Atlantic,Entire home/apt,98144.0,47.59578066,-122.3096529,Loft,170.0,80,99.0,6.35,0.0,20476.5,707000.0,2.9,0.0
166,7429207,Atlantic,Entire home/apt,98144.0,47.59639091,-122.30490549999999,House,168.0,1,100.0,0.22,0.0,20235.600000000002,707000.0,2.86,0.0
167,7664565,Atlantic,Private room,98144.0,47.59856675,-122.307544,Apartment,60.0,25,98.0,4.9,0.0,7227.0,707000.0,1.02,0.0
168,5792683,Atlantic,Entire home/apt,98144.0,47.59371046,-122.30419009999999,Apartment,85.0,4,90.0,0.69,0.0,10238.25,707000.0,1.45,0.0
169,1856970,Atlantic,Private room,98144.0,47.59933473,-122.3113683,House,70.0,183,97.0,7.75,0.0,8431.5,707000.0,1.19,0.0
170,4084712,Atlantic,Entire home/apt,98144.0,47.59361162,-122.3097999,House,115.0,45,93.0,2.99,0.0,13851.75,707000.0,1.96,0.0
171,6411986,Atlantic,Private room,98144.0,47.59196614,-122.3083929,Apartment,90.0,9,84.0,1.21,0.0,10840.5,707000.0,1.53,0.0
172,9258687,Atlantic,Private room,98144.0,47.59235748,-122.30334450000001,Townhouse,125.0,0,0.0,0.0,0.0,15056.25,707000.0,2.13,0.0
